datetime,date,hour,aqi,co,pm2_5,pm10,no2,so2,o3,temperature,humidity,wind_speed,pressure,rainfall
2023-11-28 11:30:00,2023-11-28,11,5.0,4753.11,377.23,438.26,91.85,90.6,6.62,18.6,54.48,1.23,99.09,2.24
2023-11-28 12:30:00,2023-11-28,12,5.0,2456.67,203.29,229.06,97.33,122.07,22.89,18.6,54.48,1.23,99.09,2.24
2023-11-28 13:30:00,2023-11-28,13,5.0,2483.37,195.7,222.24,104.19,139.24,25.75,18.6,54.48,1.23,99.09,2.24
2023-11-28 14:30:00,2023-11-28,14,5.0,3070.83,240.21,274.78,130.24,185.01,20.74,18.6,54.48,1.23,99.09,2.24
2023-11-28 15:30:00,2023-11-28,15,5.0,4219.06,328.21,380.56,156.28,204.09,10.37,18.6,54.48,1.23,99.09,2.24
2023-11-28 16:30:00,2023-11-28,16,5.0,5661.01,426.39,501.63,164.51,185.01,2.57,18.6,54.48,1.23,99.09,2.24
2023-11-28 17:30:00,2023-11-28,17,5.0,6942.75,497.94,591.86,161.77,167.85,0.17,18.6,54.48,1.23,99.09,2.24
2023-11-28 18:30:00,2023-11-28,18,5.0,7690.43,540.43,652.0,150.8,152.59,0.0,18.6,54.48,1.23,99.09,2.24
2023-11-28 19:30:00,2023-11-28,19,5.0,7797.24,564.6,697.5,128.87,129.7,0.0,18.6,54.48,1.23,99.09,2.24
2023-11-28 20:30:00,2023-11-28,20,5.0,7690.43,570.31,719.92,104.19,107.77,0.0,18.6,54.48,1.23,99.09,2.24
2023-11-28 21:30:00,2023-11-28,21,5.0,7263.18,555.33,710.47,82.94,89.65,0.0,18.6,54.48,1.23,99.09,2.24
2023-11-28 22:30:00,2023-11-28,22,5.0,6782.53,522.3,675.52,68.55,76.29,0.0,18.6,54.48,1.23,99.09,2.24
2023-11-28 23:30:00,2023-11-28,23,5.0,5874.63,454.32,571.15,58.95,59.6,0.0,18.6,54.48,1.23,99.09,2.24
2023-11-29 00:30:00,2023-11-29,0,5.0,4646.3,366.72,453.72,52.09,41.96,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 01:30:00,2023-11-29,1,5.0,3738.4,314.61,376.44,44.55,35.29,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 02:30:00,2023-11-29,2,5.0,3177.64,291.17,334.81,38.04,32.42,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 03:30:00,2023-11-29,3,5.0,2883.91,285.65,321.36,33.59,31.47,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 04:30:00,2023-11-29,4,5.0,2803.8,291.32,324.24,31.87,31.95,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 05:30:00,2023-11-29,5,5.0,2937.32,301.84,336.65,32.9,34.33,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 06:30:00,2023-11-29,6,5.0,3417.97,328.73,378.96,35.99,41.96,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 07:30:00,2023-11-29,7,5.0,4699.71,391.13,467.96,42.16,58.17,0.01,18.52,58.2,1.09,99.12,0.09
2023-11-29 08:30:00,2023-11-29,8,5.0,5821.23,433.46,528.98,49.35,70.57,0.39,18.52,58.2,1.09,99.12,0.09
2023-11-29 09:30:00,2023-11-29,9,5.0,6034.85,421.55,522.71,59.63,75.34,2.26,18.52,58.2,1.09,99.12,0.09
2023-11-29 10:30:00,2023-11-29,10,5.0,5981.45,402.84,511.46,82.94,78.2,7.51,18.52,58.2,1.09,99.12,0.09
2023-11-29 11:30:00,2023-11-29,11,5.0,5233.76,358.44,459.61,113.79,80.11,23.25,18.52,58.2,1.09,99.12,0.09
2023-11-29 12:30:00,2023-11-29,12,5.0,1214.98,127.75,147.86,56.21,96.32,83.68,18.52,58.2,1.09,99.12,0.09
2023-11-29 13:30:00,2023-11-29,13,5.0,787.73,83.24,93.71,35.64,60.08,107.29,18.52,58.2,1.09,99.12,0.09
2023-11-29 14:30:00,2023-11-29,14,4.0,734.33,73.75,82.8,33.59,53.88,111.58,18.52,58.2,1.09,99.12,0.09
2023-11-29 15:30:00,2023-11-29,15,5.0,1068.12,91.68,105.8,56.89,69.62,86.55,18.52,58.2,1.09,99.12,0.09
2023-11-29 16:30:00,2023-11-29,16,5.0,1869.2,128.85,154.37,105.56,92.51,35.05,18.52,58.2,1.09,99.12,0.09
2023-11-29 17:30:00,2023-11-29,17,5.0,2830.51,166.43,204.39,139.83,108.72,1.86,18.52,58.2,1.09,99.12,0.09
2023-11-29 18:30:00,2023-11-29,18,5.0,4753.11,247.92,316.69,150.8,127.79,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 19:30:00,2023-11-29,19,5.0,7156.37,374.64,486.3,154.91,143.05,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 20:30:00,2023-11-29,20,5.0,8758.54,486.46,627.05,148.06,150.68,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 21:30:00,2023-11-29,21,5.0,9078.98,527.98,670.41,135.72,137.33,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 22:30:00,2023-11-29,22,5.0,8438.11,508.34,632.08,124.75,108.72,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-29 23:30:00,2023-11-29,23,5.0,7049.56,443.0,533.16,120.64,80.11,0.0,18.52,58.2,1.09,99.12,0.09
2023-11-30 00:30:00,2023-11-30,0,5.0,5287.17,353.7,410.79,116.53,58.65,0.0,19.59,62.39,1.19,99.19,0.0
2023-11-30 01:30:00,2023-11-30,1,5.0,4806.52,342.73,392.45,119.27,57.22,0.0,19.59,62.39,1.19,99.19,0.0
2023-11-30 02:30:00,2023-11-30,2,5.0,5393.98,397.74,458.24,130.24,63.9,0.0,19.59,62.39,1.19,99.19,0.0
2023-11-30 03:30:00,2023-11-30,3,5.0,5607.6,437.74,513.11,131.61,61.04,0.0,19.59,62.39,1.19,99.19,0.0
2023-11-30 04:30:00,2023-11-30,4,5.0,4592.9,397.94,466.66,108.3,51.02,0.0,19.59,62.39,1.19,99.19,0.0
2023-11-30 05:30:00,2023-11-30,5,5.0,3204.35,329.9,379.87,85.0,54.36,0.02,19.59,62.39,1.19,99.19,0.0
2023-11-30 06:30:00,2023-11-30,6,5.0,2162.93,270.58,305.11,77.46,68.66,0.45,19.59,62.39,1.19,99.19,0.0
2023-11-30 07:30:00,2023-11-30,7,5.0,2590.18,281.41,324.3,74.71,69.62,0.08,19.59,62.39,1.19,99.19,0.0
2023-11-30 08:30:00,2023-11-30,8,5.0,3471.37,314.01,372.75,76.77,72.48,1.02,19.59,62.39,1.19,99.19,0.0
2023-11-30 09:30:00,2023-11-30,9,5.0,3952.03,326.65,397.95,79.51,75.34,4.47,19.59,62.39,1.19,99.19,0.0
2023-11-30 10:30:00,2023-11-30,10,5.0,3578.19,292.27,360.71,82.25,77.25,12.16,19.59,62.39,1.19,99.19,0.0
2023-11-30 11:30:00,2023-11-30,11,5.0,2643.59,228.49,281.05,78.14,82.97,29.33,19.59,62.39,1.19,99.19,0.0
2023-11-30 12:30:00,2023-11-30,12,5.0,1348.5,155.78,178.81,67.86,116.35,62.94,19.59,62.39,1.19,99.19,0.0
2023-11-30 13:30:00,2023-11-30,13,5.0,1255.04,152.87,170.95,62.38,111.58,71.53,19.59,62.39,1.19,99.19,0.0
2023-11-30 14:30:00,2023-11-30,14,5.0,1241.68,157.6,174.49,60.32,107.77,77.25,19.59,62.39,1.19,99.19,0.0
2023-11-30 15:30:00,2023-11-30,15,5.0,1495.36,170.26,192.75,65.12,96.32,68.66,19.59,62.39,1.19,99.19,0.0
2023-11-30 16:30:00,2023-11-30,16,5.0,1922.61,186.54,218.59,79.51,83.92,42.56,19.59,62.39,1.19,99.19,0.0
2023-11-30 17:30:00,2023-11-30,17,5.0,2296.45,195.49,235.46,97.33,78.2,11.8,19.59,62.39,1.19,99.19,0.0
2023-11-30 18:30:00,2023-11-30,18,5.0,3124.24,229.78,286.04,95.96,70.57,0.23,19.59,62.39,1.19,99.19,0.0
2023-11-30 19:30:00,2023-11-30,19,5.0,4325.87,303.2,389.28,87.74,69.62,0.0,19.59,62.39,1.19,99.19,0.0
2023-11-30 20:30:00,2023-11-30,20,5.0,5287.17,383.35,498.34,85.0,72.48,0.0,19.59,62.39,1.19,99.19,0.0
2023-11-30 21:30:00,2023-11-30,21,5.0,5928.04,442.59,580.91,81.57,72.48,0.0,19.59,62.39,1.19,99.19,0.0
2023-11-30 22:30:00,2023-11-30,22,5.0,6141.66,469.26,620.64,75.4,66.76,0.0,19.59,62.39,1.19,99.19,0.0
2023-11-30 23:30:00,2023-11-30,23,5.0,5661.01,435.56,583.22,68.55,53.41,0.0,19.59,62.39,1.19,99.19,0.0
2023-12-01 00:30:00,2023-12-01,0,5.0,4592.9,358.84,484.15,62.38,38.62,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 01:30:00,2023-12-01,1,5.0,3738.4,306.73,410.64,56.21,32.9,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 02:30:00,2023-12-01,2,5.0,3231.05,274.11,358.45,51.41,30.99,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 03:30:00,2023-12-01,3,5.0,2883.91,253.34,322.74,47.98,29.56,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 04:30:00,2023-12-01,4,5.0,2670.29,239.9,297.64,45.93,29.56,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 05:30:00,2023-12-01,5,5.0,2563.48,232.82,282.63,45.24,31.47,0.01,20.56,62.8,0.82,99.24,0.0
2023-12-01 06:30:00,2023-12-01,6,5.0,2616.88,231.59,275.3,48.67,39.1,0.03,20.56,62.8,0.82,99.24,0.0
2023-12-01 07:30:00,2023-12-01,7,5.0,3471.37,276.13,330.57,52.78,53.88,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 08:30:00,2023-12-01,8,5.0,4539.49,329.48,400.78,57.58,67.71,0.24,20.56,62.8,0.82,99.24,0.0
2023-12-01 09:30:00,2023-12-01,9,5.0,5447.39,378.69,465.02,63.06,79.15,1.31,20.56,62.8,0.82,99.24,0.0
2023-12-01 10:30:00,2023-12-01,10,5.0,6088.26,419.27,517.8,74.71,90.6,3.71,20.56,62.8,0.82,99.24,0.0
2023-12-01 11:30:00,2023-12-01,11,5.0,6088.26,433.61,533.09,104.19,103.0,11.35,20.56,62.8,0.82,99.24,0.0
2023-12-01 12:30:00,2023-12-01,12,5.0,1668.93,178.36,204.26,63.06,92.51,82.97,20.56,62.8,0.82,99.24,0.0
2023-12-01 13:30:00,2023-12-01,13,5.0,1188.28,137.67,156.49,44.55,71.53,111.58,20.56,62.8,0.82,99.24,0.0
2023-12-01 14:30:00,2023-12-01,14,5.0,1108.17,128.37,147.17,43.18,70.57,117.3,20.56,62.8,0.82,99.24,0.0
2023-12-01 15:30:00,2023-12-01,15,5.0,2029.42,174.73,210.11,84.31,77.25,65.09,20.56,62.8,0.82,99.24,0.0
2023-12-01 16:30:00,2023-12-01,16,5.0,3631.59,247.09,309.09,126.12,82.97,8.76,20.56,62.8,0.82,99.24,0.0
2023-12-01 17:30:00,2023-12-01,17,5.0,5126.95,300.17,384.56,128.87,87.74,0.28,20.56,62.8,0.82,99.24,0.0
2023-12-01 18:30:00,2023-12-01,18,5.0,6195.07,344.92,450.75,127.49,95.37,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 19:30:00,2023-12-01,19,5.0,6301.88,360.38,477.35,122.01,87.74,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 20:30:00,2023-12-01,20,5.0,5500.79,332.53,444.79,115.16,73.43,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 21:30:00,2023-12-01,21,5.0,4646.3,294.43,392.7,102.82,60.08,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 22:30:00,2023-12-01,22,5.0,4112.24,276.3,367.1,89.11,52.45,0.0,20.56,62.8,0.82,99.24,0.0
2023-12-01 23:30:00,2023-12-01,23,5.0,3471.37,244.8,321.62,76.77,41.96,0.01,20.56,62.8,0.82,99.24,0.0
2023-12-02 00:30:00,2023-12-02,0,5.0,2643.59,205.47,262.75,67.17,30.04,0.1,18.99,63.91,1.13,99.29,0.0
2023-12-02 01:30:00,2023-12-02,1,5.0,2189.64,188.59,233.33,58.26,23.13,0.58,18.99,63.91,1.13,99.29,0.0
2023-12-02 02:30:00,2023-12-02,2,5.0,1976.01,183.33,221.1,50.72,20.98,1.23,18.99,63.91,1.13,99.29,0.0
2023-12-02 03:30:00,2023-12-02,3,5.0,1869.2,181.34,215.38,44.55,20.27,1.61,18.99,63.91,1.13,99.29,0.0
2023-12-02 04:30:00,2023-12-02,4,5.0,1815.8,180.52,212.69,40.44,20.5,1.18,18.99,63.91,1.13,99.29,0.0
2023-12-02 05:30:00,2023-12-02,5,5.0,1895.9,184.91,217.09,38.04,22.17,0.32,18.99,63.91,1.13,99.29,0.0
2023-12-02 06:30:00,2023-12-02,6,5.0,2216.34,202.67,240.91,36.67,27.66,0.02,18.99,63.91,1.13,99.29,0.0
2023-12-02 07:30:00,2023-12-02,7,5.0,2990.72,243.81,296.51,38.04,38.15,0.01,18.99,63.91,1.13,99.29,0.0
2023-12-02 08:30:00,2023-12-02,8,5.0,3631.59,268.94,331.93,40.78,45.3,0.69,18.99,63.91,1.13,99.29,0.0
2023-12-02 09:30:00,2023-12-02,9,5.0,3738.4,270.34,334.31,46.61,52.93,4.11,18.99,63.91,1.13,99.29,0.0
2023-12-02 10:30:00,2023-12-02,10,5.0,3952.03,289.77,361.23,60.32,61.99,11.35,18.99,63.91,1.13,99.29,0.0
2023-12-02 11:30:00,2023-12-02,11,5.0,3898.62,299.32,374.49,82.25,69.62,29.68,18.99,63.91,1.13,99.29,0.0
2023-12-02 12:30:00,2023-12-02,12,5.0,1108.17,99.41,118.29,33.93,54.84,111.58,18.99,63.91,1.13,99.29,0.0
2023-12-02 13:30:00,2023-12-02,13,4.0,827.79,72.75,85.08,23.65,42.44,128.75,18.99,63.91,1.13,99.29,0.0
2023-12-02 14:30:00,2023-12-02,14,4.0,827.79,69.42,81.44,26.39,46.73,130.18,18.99,63.91,1.13,99.29,0.0
2023-12-02 15:30:00,2023-12-02,15,5.0,1535.42,101.44,125.28,59.63,57.22,85.83,18.99,63.91,1.13,99.29,0.0
2023-12-02 16:30:00,2023-12-02,16,5.0,2750.4,154.87,199.25,105.56,65.8,22.35,18.99,63.91,1.13,99.29,0.0
2023-12-02 17:30:00,2023-12-02,17,5.0,3898.62,198.6,262.58,116.53,73.43,0.68,18.99,63.91,1.13,99.29,0.0
2023-12-02 18:30:00,2023-12-02,18,5.0,4806.52,244.19,326.8,113.79,84.88,0.0,18.99,63.91,1.13,99.29,0.0
2023-12-02 19:30:00,2023-12-02,19,5.0,5233.76,283.17,384.37,108.3,82.97,0.0,18.99,63.91,1.13,99.29,0.0
2023-12-02 20:30:00,2023-12-02,20,5.0,5180.36,301.29,413.63,102.82,72.48,0.0,18.99,63.91,1.13,99.29,0.0
2023-12-02 21:30:00,2023-12-02,21,5.0,4913.33,306.56,420.73,94.59,60.08,0.0,18.99,63.91,1.13,99.29,0.0
2023-12-02 22:30:00,2023-12-02,22,5.0,4646.3,299.41,409.83,83.63,50.07,0.0,18.99,63.91,1.13,99.29,0.0
2023-12-02 23:30:00,2023-12-02,23,5.0,3898.62,258.77,353.33,74.03,36.72,0.0,18.99,63.91,1.13,99.29,0.0
2023-12-03 00:30:00,2023-12-03,0,5.0,2990.72,204.04,275.31,65.12,24.56,0.0,18.8,59.65,1.21,99.32,0.47
2023-12-03 01:30:00,2023-12-03,1,5.0,2456.67,180.2,236.58,56.89,21.93,0.03,18.8,59.65,1.21,99.32,0.47
2023-12-03 02:30:00,2023-12-03,2,5.0,2162.93,174.94,222.49,50.04,22.17,0.14,18.8,59.65,1.21,99.32,0.47
2023-12-03 03:30:00,2023-12-03,3,5.0,2029.42,175.06,217.49,45.24,22.89,0.31,18.8,59.65,1.21,99.32,0.47
2023-12-03 04:30:00,2023-12-03,4,5.0,1976.01,178.05,218.15,42.16,23.6,0.36,18.8,59.65,1.21,99.32,0.47
2023-12-03 05:30:00,2023-12-03,5,5.0,2056.12,186.59,226.7,41.81,25.99,0.17,18.8,59.65,1.21,99.32,0.47
2023-12-03 06:30:00,2023-12-03,6,5.0,2456.67,212.02,258.19,43.18,32.42,0.02,18.8,59.65,1.21,99.32,0.47
2023-12-03 07:30:00,2023-12-03,7,5.0,3471.37,268.83,330.83,48.67,43.39,0.01,18.8,59.65,1.21,99.32,0.47
2023-12-03 08:30:00,2023-12-03,8,5.0,4325.87,312.19,387.25,54.15,50.54,1.04,18.8,59.65,1.21,99.32,0.47
2023-12-03 09:30:00,2023-12-03,9,5.0,4592.9,322.97,399.94,65.12,55.79,6.35,18.8,59.65,1.21,99.32,0.47
2023-12-03 10:30:00,2023-12-03,10,5.0,4486.08,326.49,406.27,81.57,61.99,19.85,18.8,59.65,1.21,99.32,0.47
2023-12-03 11:30:00,2023-12-03,11,5.0,4005.43,317.82,396.67,89.11,65.8,55.79,18.8,59.65,1.21,99.32,0.47
2023-12-03 12:30:00,2023-12-03,12,5.0,1121.52,108.61,128.78,34.96,68.66,120.16,18.8,59.65,1.21,99.32,0.47
2023-12-03 13:30:00,2023-12-03,13,5.0,894.55,85.19,100.33,27.42,56.74,133.04,18.8,59.65,1.21,99.32,0.47
2023-12-03 14:30:00,2023-12-03,14,5.0,921.25,87.74,103.42,29.82,60.08,137.33,18.8,59.65,1.21,99.32,0.47
2023-12-03 15:30:00,2023-12-03,15,5.0,1602.17,121.98,149.56,59.63,65.8,97.27,18.8,59.65,1.21,99.32,0.47
2023-12-03 16:30:00,2023-12-03,16,5.0,2750.4,174.33,221.25,106.93,70.57,31.47,18.8,59.65,1.21,99.32,0.47
2023-12-03 17:30:00,2023-12-03,17,5.0,3791.81,215.72,280.85,123.38,76.29,1.04,18.8,59.65,1.21,99.32,0.47
2023-12-03 18:30:00,2023-12-03,18,5.0,4592.9,261.27,344.11,123.38,85.83,0.0,18.8,59.65,1.21,99.32,0.47
2023-12-03 19:30:00,2023-12-03,19,5.0,5020.14,304.01,402.66,117.9,83.92,0.0,18.8,59.65,1.21,99.32,0.47
2023-12-03 20:30:00,2023-12-03,20,5.0,5020.14,327.8,434.79,109.67,73.43,0.0,18.8,59.65,1.21,99.32,0.47
2023-12-03 21:30:00,2023-12-03,21,5.0,4753.11,329.61,434.7,100.08,61.99,0.0,18.8,59.65,1.21,99.32,0.47
2023-12-03 22:30:00,2023-12-03,22,5.0,4272.46,302.04,395.91,90.48,52.93,0.0,18.8,59.65,1.21,99.32,0.47
2023-12-03 23:30:00,2023-12-03,23,5.0,3231.05,232.8,305.18,82.25,40.05,0.17,18.8,59.65,1.21,99.32,0.47
2023-12-04 00:30:00,2023-12-04,0,5.0,2002.72,153.62,198.46,69.23,29.56,11.0,19.11,62.34,1.11,99.2,0.98
2023-12-04 01:30:00,2023-12-04,1,5.0,1708.98,137.69,174.09,55.52,30.52,18.78,19.11,62.34,1.11,99.2,0.98
2023-12-04 02:30:00,2023-12-04,2,5.0,1668.93,138.9,171.08,50.04,31.95,19.85,19.11,62.34,1.11,99.2,0.98
2023-12-04 03:30:00,2023-12-04,3,5.0,1735.69,146.33,178.49,49.35,31.95,16.45,19.11,62.34,1.11,99.2,0.98
2023-12-04 04:30:00,2023-12-04,4,5.0,1869.2,158.23,193.19,52.09,31.95,9.57,19.11,62.34,1.11,99.2,0.98
2023-12-04 05:30:00,2023-12-04,5,5.0,2082.82,173.73,212.9,54.84,33.86,2.55,19.11,62.34,1.11,99.2,0.98
2023-12-04 06:30:00,2023-12-04,6,5.0,2643.59,209.91,259.35,55.52,41.48,0.12,19.11,62.34,1.11,99.2,0.98
2023-12-04 07:30:00,2023-12-04,7,5.0,3845.21,277.65,348.08,59.63,54.36,0.01,19.11,62.34,1.11,99.2,0.98
2023-12-04 08:30:00,2023-12-04,8,5.0,4539.49,303.87,385.51,65.8,60.08,0.85,19.11,62.34,1.11,99.2,0.98
2023-12-04 09:30:00,2023-12-04,9,5.0,4112.24,273.75,347.06,69.92,60.56,5.19,19.11,62.34,1.11,99.2,0.98
2023-12-04 10:30:00,2023-12-04,10,5.0,4272.46,290.73,370.58,75.4,69.62,11.62,19.11,62.34,1.11,99.2,0.98
2023-12-04 11:30:00,2023-12-04,11,5.0,3952.03,296.17,376.04,89.11,79.15,27.54,19.11,62.34,1.11,99.2,0.98
2023-12-04 12:30:00,2023-12-04,12,5.0,1161.58,118.32,138.16,35.64,56.27,115.87,19.11,62.34,1.11,99.2,0.98
2023-12-04 13:30:00,2023-12-04,13,5.0,881.2,90.27,104.9,26.39,45.78,125.89,19.11,62.34,1.11,99.2,0.98
2023-12-04 14:30:00,2023-12-04,14,5.0,881.2,91.96,106.52,27.76,48.16,128.75,19.11,62.34,1.11,99.2,0.98
2023-12-04 15:30:00,2023-12-04,15,5.0,1295.09,123.42,145.43,50.04,65.8,105.86,19.11,62.34,1.11,99.2,0.98
2023-12-04 16:30:00,2023-12-04,16,5.0,1922.61,160.61,193.94,82.94,78.2,64.37,19.11,62.34,1.11,99.2,0.98
2023-12-04 17:30:00,2023-12-04,17,5.0,2349.85,174.94,215.68,109.67,79.15,22.53,19.11,62.34,1.11,99.2,0.98
2023-12-04 18:30:00,2023-12-04,18,5.0,3124.24,207.29,261.5,115.16,79.15,0.92,19.11,62.34,1.11,99.2,0.98
2023-12-04 19:30:00,2023-12-04,19,5.0,4219.06,271.18,350.05,106.93,82.02,0.0,19.11,62.34,1.11,99.2,0.98
2023-12-04 20:30:00,2023-12-04,20,5.0,4913.33,324.8,426.98,108.3,82.97,0.0,19.11,62.34,1.11,99.2,0.98
2023-12-04 21:30:00,2023-12-04,21,5.0,5287.17,361.99,478.2,105.56,81.06,0.0,19.11,62.34,1.11,99.2,0.98
2023-12-04 22:30:00,2023-12-04,22,5.0,5447.39,382.61,506.33,100.08,78.2,0.0,19.11,62.34,1.11,99.2,0.98
2023-12-04 23:30:00,2023-12-04,23,5.0,5020.14,358.97,474.37,90.48,67.71,0.0,19.11,62.34,1.11,99.2,0.98
2023-12-05 00:30:00,2023-12-05,0,5.0,4058.84,301.53,391.86,80.2,52.45,0.0,18.09,58.35,1.74,99.14,0.1
2023-12-05 01:30:00,2023-12-05,1,5.0,3311.16,260.01,328.96,69.92,41.01,0.0,18.09,58.35,1.74,99.14,0.1
2023-12-05 02:30:00,2023-12-05,2,5.0,2777.1,233.8,289.24,63.06,33.38,0.01,18.09,58.35,1.74,99.14,0.1
2023-12-05 03:30:00,2023-12-05,3,5.0,2429.96,214.22,261.25,58.26,28.85,0.11,18.09,58.35,1.74,99.14,0.1
2023-12-05 04:30:00,2023-12-05,4,5.0,2243.04,206.54,249.4,54.84,27.89,0.23,18.09,58.35,1.74,99.14,0.1
2023-12-05 05:30:00,2023-12-05,5,5.0,2243.04,210.01,251.51,54.15,30.99,0.2,18.09,58.35,1.74,99.14,0.1
2023-12-05 06:30:00,2023-12-05,6,5.0,2616.88,233.44,280.58,56.89,40.05,0.05,18.09,58.35,1.74,99.14,0.1
2023-12-05 07:30:00,2023-12-05,7,5.0,3578.19,290.81,356.17,59.63,53.88,0.01,18.09,58.35,1.74,99.14,0.1
2023-12-05 08:30:00,2023-12-05,8,5.0,4486.08,333.55,415.73,61.69,61.99,0.88,18.09,58.35,1.74,99.14,0.1
2023-12-05 09:30:00,2023-12-05,9,5.0,4859.92,353.1,445.55,64.43,67.71,4.47,18.09,58.35,1.74,99.14,0.1
2023-12-05 10:30:00,2023-12-05,10,5.0,4913.33,362.51,464.23,76.09,74.39,11.8,18.09,58.35,1.74,99.14,0.1
2023-12-05 11:30:00,2023-12-05,11,5.0,4219.06,336.95,432.96,89.11,80.11,29.33,18.09,58.35,1.74,99.14,0.1
2023-12-05 12:30:00,2023-12-05,12,5.0,1054.76,110.59,131.98,34.96,69.62,94.41,18.09,58.35,1.74,99.14,0.1
2023-12-05 13:30:00,2023-12-05,13,4.0,734.33,70.18,82.33,22.62,49.11,111.58,18.09,58.35,1.74,99.14,0.1
2023-12-05 14:30:00,2023-12-05,14,4.0,694.27,63.73,74.83,21.93,46.73,114.44,18.09,58.35,1.74,99.14,0.1
2023-12-05 15:30:00,2023-12-05,15,5.0,1174.93,87.39,106.78,45.24,58.17,86.55,18.09,58.35,1.74,99.14,0.1
2023-12-05 16:30:00,2023-12-05,16,5.0,1976.01,123.04,156.89,84.31,65.8,37.91,18.09,58.35,1.74,99.14,0.1
2023-12-05 17:30:00,2023-12-05,17,5.0,2643.59,145.03,190.04,105.56,63.9,2.77,18.09,58.35,1.74,99.14,0.1
2023-12-05 18:30:00,2023-12-05,18,5.0,3284.45,177.3,234.89,100.08,62.94,0.0,18.09,58.35,1.74,99.14,0.1
2023-12-05 19:30:00,2023-12-05,19,5.0,3845.21,222.91,296.38,97.33,63.9,0.0,18.09,58.35,1.74,99.14,0.1
2023-12-05 20:30:00,2023-12-05,20,5.0,4058.84,264.97,349.71,91.85,61.04,0.0,18.09,58.35,1.74,99.14,0.1
2023-12-05 21:30:00,2023-12-05,21,5.0,4112.24,292.67,381.22,85.0,57.22,0.0,18.09,58.35,1.74,99.14,0.1
2023-12-05 22:30:00,2023-12-05,22,5.0,4165.65,308.31,397.85,76.77,52.45,0.0,18.09,58.35,1.74,99.14,0.1
2023-12-05 23:30:00,2023-12-05,23,5.0,3845.21,282.96,361.34,69.92,41.96,0.0,18.09,58.35,1.74,99.14,0.1
2023-12-06 00:30:00,2023-12-06,0,5.0,3124.24,223.49,281.41,61.69,29.33,0.0,18.16,52.21,1.27,99.21,0.0
2023-12-06 01:30:00,2023-12-06,1,5.0,2563.48,183.02,228.86,54.15,24.8,0.0,18.16,52.21,1.27,99.21,0.0
2023-12-06 02:30:00,2023-12-06,2,5.0,2243.04,163.22,203.05,47.98,23.6,0.0,18.16,52.21,1.27,99.21,0.0
2023-12-06 03:30:00,2023-12-06,3,5.0,2056.12,153.98,189.59,43.87,23.37,0.01,18.16,52.21,1.27,99.21,0.0
2023-12-06 04:30:00,2023-12-06,4,5.0,1922.61,149.18,180.5,42.16,22.89,0.03,18.16,52.21,1.27,99.21,0.0
2023-12-06 05:30:00,2023-12-06,5,5.0,1815.8,145.2,172.69,41.81,24.08,0.11,18.16,52.21,1.27,99.21,0.0
2023-12-06 06:30:00,2023-12-06,6,5.0,1976.01,153.82,183.54,45.24,30.04,0.17,18.16,52.21,1.27,99.21,0.0
2023-12-06 07:30:00,2023-12-06,7,5.0,2723.69,197.37,242.44,48.67,42.92,0.02,18.16,52.21,1.27,99.21,0.0
2023-12-06 08:30:00,2023-12-06,8,5.0,3631.59,242.16,303.55,49.35,54.36,1.24,18.16,52.21,1.27,99.21,0.0
2023-12-06 09:30:00,2023-12-06,9,5.0,4325.87,281.2,356.61,52.09,65.8,4.74,18.16,52.21,1.27,99.21,0.0
2023-12-06 10:30:00,2023-12-06,10,5.0,4913.33,326.34,415.78,73.34,79.15,11.44,18.16,52.21,1.27,99.21,0.0
2023-12-06 11:30:00,2023-12-06,11,5.0,5020.14,365.42,460.47,112.41,93.46,30.76,18.16,52.21,1.27,99.21,0.0
2023-12-06 12:30:00,2023-12-06,12,5.0,2643.59,226.29,274.34,94.59,137.33,70.1,18.16,52.21,1.27,99.21,0.0
2023-12-06 13:30:00,2023-12-06,13,5.0,2296.45,209.5,251.14,94.59,146.87,90.12,18.16,52.21,1.27,99.21,0.0
2023-12-06 14:30:00,2023-12-06,14,5.0,2216.34,204.9,245.27,102.82,160.22,94.41,18.16,52.21,1.27,99.21,0.0
